more_details_url,make,model,battery_,towbar,market_segment,number_of_seats,acceleration,top_speed,range,efficiency,fastcharge,germany_price,nl_price,uk_price,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1709/Fisker-Ocean-Sport,Fisker,Ocean Sport,75,Towbar possible,SUV,5,7.4,160,380,197,480,41560,42000,35970,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1832/Volkswagen-ID3-Pro-S---4-Seats,Volkswagen,ID.3 Pro S - 4 Seats,77,Towbar possible,Hatchback,4,7.9,160,455,169,680,47595,47990,42870,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1559/Mercedes-EQB-300-4MATIC,Mercedes,EQB 300 4MATIC,66.5,Towbar not possible,SUV,7,8,160,340,196,490,55519,65483,55310,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1769/Audi-Q8-e-tron-50-quattro,Audi,Q8 e-tron 50 quattro,89,Towbar possible,SUV,5,6,200,420,212,650,74400,71385,67800,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1813/Dacia-Spring-Electric-65-Extreme,Dacia,Spring Electric 65 Extreme,25,Towbar not possible,Hatchback,4,13.7,125,160,156,170,24550,23400,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1717/Hyundai-IONIQ-6-Standard-Range-2WD,Hyundai,IONIQ 6 Standard Range 2WD,54,Towbar possible,Sedan,5,8.8,185,365,148,900,43900,45895,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1565/Toyota-bZ4X-AWD,Toyota,bZ4X AWD,64,Towbar possible,SUV,5,6.9,160,315,203,470,57390,59995,52510,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1744/Peugeot-e-308,Peugeot,e-308,50.8,Towbar not possible,Hatchback,5,9.8,170,300,169,450,44765,43585,37000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1524/MG-Marvel-R,MG,Marvel R,70,Towbar possible,SUV,5,7.9,200,365,192,400,46990,49485,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1240/Mercedes-EQV-300-Long,Mercedes,EQV 300 Long,90,Towbar not possible,SPV,7,12.1,160,310,290,310,71626,83617,87995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range,MG,ZS EV Standard Range,49,Towbar possible,SUV,5,8.6,175,265,185,250,33990,35885,30495,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1631/Skoda-Enyaq-Coupe-iV-RS,Skoda,Enyaq Coupe iV RS,77,Towbar possible,SUV,5,6.5,180,435,177,600,63300,61990,54370,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1187/Skoda-Enyaq-iV-50,Skoda,Enyaq iV 50,52,Towbar not possible,SUV,5,11.3,160,305,170,250,39900,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1675/Mercedes-EQS-SUV-580-4MATIC,Mercedes,EQS SUV 580 4MATIC,108.4,Towbar possible,SUV,7,4.6,210,485,224,630,135434,167291,139470,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1819/Polestar-2-Long-Range-Dual-Motor,Polestar,2 Long Range Dual Motor,79,Towbar possible,Liftback,5,4.5,205,425,186,630,58775,59900,52950,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1653/Mercedes-EQE-AMG-53-4MATICplus,Mercedes,EQE AMG 53 4MATIC+,90.6,Towbar possible,Sedan,5,3.5,220,465,195,690,N/A,128613,114750,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1629/Skoda-Enyaq-Coupe-iV-80,Skoda,Enyaq Coupe iV 80,77,Towbar possible,SUV,5,8.7,160,465,166,720,54400,51990,44825,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1697/Mercedes-EQA-250,Mercedes,EQA 250,66.5,Towbar possible,SUV,5,8.6,160,395,168,570,50777,57618,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1834/Kia-EV9-998-kWh-RWD,Kia,EV9 99.8 kWh RWD,99.8,Towbar possible,SUV,7,9.4,185,470,212,850,68000,71495,60000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1949/Peugeot-e-208-51-kWh,Peugeot,e-208 51 kWh,48.1,Towbar not possible,Hatchback,5,8.2,150,310,155,480,42000,37770,35000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1537/Mercedes-EQS-AMG-53-4MATICplus,Mercedes,EQS AMG 53 4MATIC+,107.8,Towbar possible,Sedan,5,3.4,250,540,200,810,155009,176608,161860,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1937/Zeekr-X-Privilege-AWD,Zeekr,X Privilege AWD,64,Towbar possible,SUV,5,3.8,180,350,183,520,N/A,50490,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1706/Citroen-e-C4-X,Citroen,e-C4 X,46.3,Towbar not possible,Sedan,5,9.7,150,275,168,440,37540,40990,31995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1817/Polestar-2-Standard-Range-Single-Motor,Polestar,2 Standard Range Single Motor,67,Towbar possible,Liftback,5,6.4,205,385,174,460,50775,51200,44950,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,Polestar,3 Long Range Dual motor,107,Towbar possible,SUV,5,5,210,490,218,640,88600,89900,79900,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1754/Ford-Mustang-Mach-E-ER-RWD,Ford,Mustang Mach-E ER RWD,91,Towbar possible,SUV,5,7,180,480,190,420,71200,59400,59380,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1281/Skoda-Enyaq-iV-80x,Skoda,Enyaq iV 80x,77,Towbar possible,SUV,5,6.9,160,425,181,590,N/A,N/A,50805,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh,Peugeot,e-2008 54 kWh,50.8,Towbar not possible,SUV,5,9.1,150,300,169,480,40000,41420,36350,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1301/Nissan-Ariya-63kWh,Nissan,Ariya 63kWh,63,Towbar possible,SUV,5,7.5,160,335,188,450,47490,47990,39645,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1823/XPENG-P7-Wing-Edition,XPENG,P7 Wing Edition,82.7,Towbar not possible,Sedan,5,4.1,200,465,178,650,N/A,71188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1803/Maserati-GranTurismo-Folgore,Maserati,GranTurismo Folgore,83,Towbar not possible,Coupe,4,2.7,320,425,195,990,250000,250000,200000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1801/Volvo-C40-Recharge-Twin-Motor,Volvo,C40 Recharge Twin Motor,79,Towbar possible,SUV,5,4.7,180,400,198,600,61400,61495,53605,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1812/Jaguar-I-Pace-EV400,Jaguar,I-Pace EV400,84.7,Towbar possible,SUV,5,4.8,200,380,223,360,92400,95450,69995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1762/Mercedes-EQE-SUV-500-4MATIC,Mercedes,EQE SUV 500 4MATIC,90.6,Towbar possible,SUV,5,4.9,210,435,208,650,99841,116755,108760,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1233/Honda-e-Advance,Honda,e Advance,28.5,Towbar not possible,Hatchback,4,8.3,145,170,168,180,39900,40615,37395,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1496/Mercedes-EQA-350-4MATIC,Mercedes,EQA 350 4MATIC,66.5,Towbar possible,SUV,5,6,160,350,190,500,56424,66935,54510,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1972/CUPRA-Tavascan-VZ,CUPRA,Tavascan VZ,77,Towbar not possible,SUV,5,5.6,180,410,188,610,58000,60000,55000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1589/SsangYong-Korando-e-Motion,SsangYong,Korando e-Motion,56,Towbar possible,SUV,5,8.5,156,290,193,330,40490,39990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1789/NIO-EL7-100-kWh,NIO,EL7 100 kWh,90,Towbar possible,SUV,5,3.9,200,430,209,450,94900,97900,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1778/Mercedes-EQB-250plus,Mercedes,EQB 250+,70.5,Towbar not possible,SUV,7,8.9,160,410,172,550,53978,61974,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1907/BMW-i5-M60-xDrive-Sedan,BMW,i5 M60 xDrive Sedan,81.2,Towbar possible,Sedan,5,3.8,230,425,191,630,99500,108427,97745,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1527/Audi-Q4-e-tron-45-quattro,Audi,Q4 e-tron 45 quattro,76.6,Towbar possible,SUV,5,6.9,180,385,199,550,53990,61415,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1480/Kia-EV6-Standard-Range-2WD,Kia,EV6 Standard Range 2WD,54,Towbar possible,SUV,5,8.5,185,305,177,750,46990,45995,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range,XPENG,G9 RWD Standard Range,75,Towbar possible,SUV,5,6.4,200,375,200,780,N/A,59188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh,Opel,Corsa Electric 51 kWh,48.1,Towbar not possible,Hatchback,5,8.1,150,315,153,490,38045,37999,35475,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1811/VinFast-VF-9-Extended-Range,VinFast,VF 9 Extended Range,123,Towbar not possible,SUV,7,6.5,200,520,237,520,89790,91300,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1700/Mercedes-EQS-500-4MATIC,Mercedes,EQS 500 4MATIC,107.8,Towbar possible,Sedan,5,4.8,210,590,183,880,125378,147326,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1918/BYD-DOLPHIN-449-kWh-Boost,BYD,DOLPHIN 44.9 kWh Boost,44.9,Towbar not possible,Hatchback,5,8,160,255,176,260,32740,32990,28500,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1975/Elaris-BEO-86-kWh,Elaris,BEO 86 kWh,81,Towbar not possible,SUV,5,8,150,390,208,290,53090,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1971/CUPRA-Tavascan-Endurance,CUPRA,Tavascan Endurance,77,Towbar not possible,SUV,5,6.8,180,425,181,630,52000,55000,50000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1761/Mercedes-EQE-SUV-350-4MATIC,Mercedes,EQE SUV 350 4MATIC,90.6,Towbar possible,SUV,5,6.6,210,435,208,650,89548,99089,90560,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1745/Peugeot-e-308-SW,Peugeot,e-308 SW,50.8,Towbar not possible,Station,5,9,150,300,169,450,45000,44875,38000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1652/Mercedes-EQE-AMG-43-4MATIC,Mercedes,EQE AMG 43 4MATIC,90.6,Towbar possible,Sedan,5,4.2,210,465,195,690,N/A,111068,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor,Volvo,EX90 Twin Motor,107,Towbar possible,SUV,7,5.9,180,465,230,610,105550,88995,96255,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1800/Volvo-C40-Recharge-Single-Motor-ER,Volvo,C40 Recharge Single Motor ER,79,Towbar possible,SUV,5,7.3,180,420,188,630,54450,52995,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1711/Fisker-Ocean-Extreme,Fisker,Ocean Extreme,106.5,Towbar possible,SUV,5,3.9,205,530,201,630,69950,70000,60880,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1768/Lotus-Eletre-R,Lotus,Eletre R,109,Towbar possible,Sedan,5,2.9,260,455,240,950,150990,154090,120000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1588/Renault-Megane-E-Tech-EV60-130hp,Renault,Megane E-Tech EV60 130hp,60,Towbar possible,SUV,5,10.5,150,380,158,530,47000,43970,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1912/Volkswagen-ID5-Pro,Volkswagen,ID.5 Pro,77,Towbar possible,SUV,5,10.4,160,430,179,660,47935,53990,50710,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1098/Lucid-Air-Dream-Edition-P,Lucid,Air Dream Edition P,118,Towbar not possible,Sedan,5,2.7,270,665,177,840,218000,222000,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1829/Hyundai-Kona-Electric-48-kWh,Hyundai,Kona Electric 48 kWh,48.4,Towbar possible,SUV,5,7.8,160,295,164,280,40000,39995,34995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1716/Mercedes-EQE-500-4MATIC,Mercedes,EQE 500 4MATIC,90.6,Towbar possible,Sedan,5,4.7,210,485,187,720,N/A,113488,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1699/Mercedes-EQS-450-4MATIC,Mercedes,EQS 450 4MATIC,107.8,Towbar possible,Sedan,5,5.6,210,605,178,900,113359,129902,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1536/Renault-Megane-E-Tech-EV40-130hp,Renault,Megane E-Tech EV40 130hp,40,Towbar possible,SUV,5,10,150,260,154,370,42000,38370,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1673/Mercedes-EQS-SUV-450plus,Mercedes,EQS SUV 450+,108.4,Towbar possible,SUV,7,6.7,210,500,217,650,110801,120827,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1316/Lucid-Air-Grand-Touring,Lucid,Air Grand Touring,112,Towbar not possible,Sedan,5,3,270,665,168,840,159000,165000,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1495/Mercedes-EQA-300-4MATIC,Mercedes,EQA 300 4MATIC,66.5,Towbar possible,SUV,5,7.7,160,350,190,500,53746,64031,53010,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1528/Audi-Q4-Sportback-e-tron-40,Audi,Q4 Sportback e-tron 40,76.6,Towbar possible,SUV,5,8.5,160,425,180,660,53900,61465,52130,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1938/Citroen-e-C4-54-kWh,Citroen,e-C4 54 kWh,50.8,Towbar not possible,Hatchback,5,10,150,320,159,460,41540,45090,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1411/Volkswagen-ID4-Pure-Performance,Volkswagen,ID.4 Pure Performance,52,Towbar possible,SUV,5,9,160,285,182,360,39955,45390,40275,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1799/Volvo-C40-Recharge-Single-Motor,Volvo,C40 Recharge Single Motor,66,Towbar possible,SUV,5,7.3,180,355,186,430,47500,50995,48355,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1773/Audi-SQ8-e-tron,Audi,SQ8 e-tron,106,Towbar possible,SUV,5,4.5,210,455,233,570,95800,99135,97500,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range,XPENG,P7 RWD Long Range,82.7,Towbar not possible,Sedan,5,6.7,200,495,167,690,N/A,51188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1810/VinFast-VF-9-Standard-Range,VinFast,VF 9 Standard Range,92,Towbar not possible,SUV,7,6.5,200,400,230,540,83000,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1715/Mercedes-EQE-350-4MATIC,Mercedes,EQE 350 4MATIC,90.6,Towbar possible,Sedan,5,6.3,210,485,187,720,N/A,86263,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1752/NIO-ET7-100-kWh,NIO,ET7 100 kWh,90,Towbar possible,Sedan,5,3.8,200,505,178,530,90900,93900,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh,Peugeot,e-2008 50 kWh,46.3,Towbar not possible,SUV,5,9.9,150,270,171,430,37000,38970,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1924/Porsche-Taycan-Plus,Porsche,Taycan Plus,83.7,Towbar not possible,Sedan,4,5.4,230,485,173,1190,98863,104707,83654,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1781/ORA-Funky-Cat-48-kWh,ORA,Funky Cat 48 kWh,45.4,Towbar not possible,Hatchback,5,8.3,160,260,175,240,38990,N/A,31995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1920/Smart-1-Pulse,Smart,#1 Pulse,62,Towbar possible,SUV,5,3.9,180,320,194,490,46490,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1905/BMW-i7-eDrive50,BMW,i7 eDrive50,101.7,Towbar not possible,Sedan,5,5.5,205,520,196,780,115700,122463,100205,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1936/Zeekr-X-Long-Range-RWD,Zeekr,X Long Range RWD,64,Towbar possible,SUV,5,5.6,180,360,178,540,N/A,45990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1793/Opel-Astra-Sports-Tourer-Electric,Opel,Astra Sports Tourer Electric,50.8,Towbar not possible,Station,5,8.5,170,300,169,480,46000,42000,42000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1756/Ford-Mustang-Mach-E-ER-AWD,Ford,Mustang Mach-E ER AWD,91,Towbar possible,SUV,5,5.8,180,440,207,390,77200,70940,65405,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range,MG,MG5 Electric Standard Range,46,Towbar possible,Station,5,7.7,185,265,174,320,35490,35885,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1546/Citroen-e-Berlingo-M-50-kWh,Citroen,e-Berlingo M 50 kWh,46.3,Towbar possible,SPV,5,11.7,135,205,226,330,37790,41741,32315,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh,Hongqi,E-HS9 84 kWh,76.5,Towbar possible,SUV,5,6.5,200,320,239,440,N/A,83590,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1950/Volvo-EX90-Single-Motor,Volvo,EX90 Single Motor,101,Towbar possible,SUV,7,8.4,180,460,220,600,N/A,83495,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1725/Genesis-GV70-Electrified-Sport,Genesis,GV70 Electrified Sport,74,Towbar possible,SUV,5,4.2,235,350,211,860,67300,N/A,65105,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range,XPENG,G9 RWD Long Range,94,Towbar possible,SUV,5,6.4,200,470,200,980,N/A,63188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1791/DS-3-E-Tense,DS,3 E-Tense,50.8,Towbar not possible,SUV,5,9,150,300,169,480,40540,42140,37200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1838/BMW-i7-M70-xDrive,BMW,i7 M70 xDrive,101.7,Towbar not possible,Sedan,5,3.7,250,490,208,730,181800,189877,163315,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD,Zeekr,001 Privilege AWD,94,Towbar possible,Liftback,5,3.8,200,500,188,700,N/A,68490,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1814/ORA-Funky-Cat-63-kWh,ORA,Funky Cat 63 kWh,59.3,Towbar not possible,Hatchback,5,8.2,160,340,174,240,44490,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1804/Seres-3,Seres,3,51,Towbar not possible,SUV,5,8.9,155,260,196,240,N/A,37995,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW,Nissan,Ariya e-4ORCE 87kWh - 225 kW,87,Towbar possible,SUV,5,5.7,200,405,215,480,61990,61990,50845,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1749/Kia-e-Soul-64-kWh,Kia,e-Soul 64 kWh,64,Towbar possible,SUV,5,7.9,167,370,173,350,46950,42695,39045,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,Peugeot,e-208 50 kWh,46.3,Towbar not possible,Hatchback,5,9,150,290,160,460,39000,35320,32000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1560/Porsche-Taycan-GTS,Porsche,Taycan GTS,83.7,Towbar not possible,Sedan,4,3.7,250,450,186,1110,139906,146663,110200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1913/Volkswagen-ID5-Pro-Performance,Volkswagen,ID.5 Pro Performance,77,Towbar possible,SUV,5,8.4,160,430,179,660,48970,55690,52185,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1771/Audi-Q8-e-tron-Sportback-50-quattro,Audi,Q8 e-tron Sportback 50 quattro,89,Towbar possible,SUV,5,6,200,445,200,690,76650,73785,70300,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1648/Genesis-GV60-Sport,Genesis,GV60 Sport,74,Towbar possible,SUV,5,5.5,200,380,195,990,63200,N/A,58365,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1815/ORA-Funky-Cat-GT,ORA,Funky Cat GT,59.3,Towbar not possible,Hatchback,5,8.2,160,330,180,230,49490,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1943/Lexus-UX-300e,Lexus,UX 300e,64,Towbar not possible,SUV,5,7.5,160,340,188,170,N/A,N/A,47495,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric,Renault,Kangoo E-Tech Electric,45,Towbar possible,SPV,5,12.6,132,220,205,230,39300,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1328/Fiat-500e-3plus1-42-kWh,Fiat,500e 3+1 42 kWh,37.3,Towbar not possible,Hatchback,4,9,150,235,159,390,36990,35490,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1820/Polestar-2-Long-Range-Performance,Polestar,2 Long Range Performance,79,Towbar possible,Liftback,5,4.2,205,415,190,620,65275,66400,57950,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1826/XPENG-G9-AWD-Long-Range,XPENG,G9 AWD Long Range,94,Towbar possible,SUV,5,3.9,200,440,214,920,N/A,73188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1678/Aiways-U5,Aiways,U5,60,Towbar not possible,SUV,5,7.5,150,315,190,380,39563,42950,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance,Volvo,EX90 Twin Motor Performance,107,Towbar possible,SUV,7,4.9,180,450,238,590,110650,98495,100555,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1753/Ford-Mustang-Mach-E-SR-RWD,Ford,Mustang Mach-E SR RWD,70,Towbar possible,SUV,5,6.9,180,375,187,390,62900,53900,50830,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1808/VinFast-VF-8-Plus-Standard-Range,VinFast,VF 8 Plus Standard Range,82,Towbar not possible,SUV,5,5.5,200,400,205,560,55000,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh,Opel,Corsa Electric 50 kWh,46.3,Towbar not possible,Hatchback,5,8.7,150,295,157,470,34650,34999,32445,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,Polestar,3 Long Range Performance,107,Towbar possible,SUV,5,4.7,210,470,228,610,95200,96500,85500,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1702/Volkswagen-ID4-Pro-4MOTION,Volkswagen,ID.4 Pro 4MOTION,77,Towbar possible,SUV,5,6.9,180,405,190,560,49020,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1628/Skoda-Enyaq-Coupe-iV-60,Skoda,Enyaq Coupe iV 60,58,Towbar possible,SUV,5,8.8,160,355,163,480,43000,47990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1928/Porsche-Taycan-Turbo-S,Porsche,Taycan Turbo S,83.7,Towbar not possible,Sedan,4,2.8,260,430,195,1060,197740,206163,148300,,,,,,,,,,,,,,,,,,,
